name,link,price,review_count,review_percentage,game_tags,Review_Category
The Trench,https://store.steampowered.com/app/2158240/The_Trench/?snr=1_7_7_230_150_599,3.99,110,85,"['Horror', 'Submarine', 'Underwater', 'Survival Horror', 'Lovecraftian', 'Atmospheric', 'Narration', 'Realistic', 'Adventure', 'Mystery', 'Interactive Fiction', 'Action', 'Sci-fi', 'Immersive Sim', '3D', 'First-Person', 'Dark', 'Investigation', 'Linear', 'Singleplayer']",0-250
Kharon's Crypt - Even Death May Die,https://store.steampowered.com/app/793830/Kharons_Crypt__Even_Death_May_Die/?snr=1_7_7_230_150_599,14.99,82,96,"['Metroidvania', 'Souls-like', 'Story Rich', 'Villain Protagonist', 'Dungeon Crawler', 'Dark Fantasy', 'Exploration', 'Retro', 'Mystery', 'Action-Adventure', 'Old School', '2D', 'Anime', 'Post-apocalyptic', 'Arcade', 'Action', 'Logic', 'Medieval', 'Adventure', 'Singleplayer']",0-250
Dandy Dungeon - Legend of Brave Yamada -,https://store.steampowered.com/app/1138970/Dandy_Dungeon__Legend_of_Brave_Yamada/?snr=1_7_7_230_150_599,9.89,71,84,"['Roguelite', 'Satire', 'Puzzle', 'Replay Value', 'Game Development', 'Dungeon Crawler', 'Soundtrack', 'Turn-Based Combat', 'Mystery Dungeon', 'Indie', 'Pixel Graphics', 'JRPG', 'RPG', 'Roguelike', '2D', 'Fantasy', 'Score Attack', 'Story Rich', 'Turn-Based', 'Casual']",0-250
Skautfold: Knight's End,https://store.steampowered.com/app/1778830/Skautfold_Knights_End/?snr=1_7_7_230_150_599,5.79,19,78,"['RPG', 'JRPG', 'Turn-Based Tactics', '2D', 'Horror', 'Turn-Based Combat', 'Singleplayer', 'Dark', 'Lovecraftian', 'Indie', 'Adventure', 'Mystery']",0-250
Brume,https://store.steampowered.com/app/1119800/Brume/?snr=1_7_7_230_150_599,9.99,115,84,"['Indie', 'Adventure', 'Souls-like', 'Dark', 'Exploration', 'Atmospheric', 'Medieval', 'Fantasy', 'Difficult', 'Magic', 'Elf', 'Cinematic', 'Pixel Graphics']",0-250
Jamestown+,https://store.steampowered.com/app/377950/Jamestown/?snr=1_7_7_230_150_599,17.99,194,89,"[""Shoot 'Em Up"", 'Action', 'Indie', 'Pixel Graphics', '4 Player Local', 'Retro', 'Local Co-Op', 'Bullet Hell', 'Great Soundtrack', 'Top-Down Shooter', 'Co-op', 'Cult Classic', 'Controller', 'Local Multiplayer', 'Arcade']",0-250
Dies irae ~Interview with Kaziklu Bey~,https://store.steampowered.com/app/1011990/Dies_irae_Interview_with_Kaziklu_Bey/?snr=1_7_7_230_150_599,19.99,50,100,"['Adventure', 'Violent', 'Sexual Content', 'Visual Novel', 'Anime', 'Vampire']",0-250
Facility 47,https://store.steampowered.com/app/1365390/Facility_47/?snr=1_7_7_230_150_599,4.99,77,89,"['Point & Click', 'Puzzle', 'Hidden Object', 'Horror', 'Atmospheric', '2D', 'Dark', 'Hand-drawn', 'Mystery', 'Detective', 'Logic', 'Indie', 'Snow', 'Science', 'Story Rich', 'Singleplayer', 'Narration']",0-250
Potion Explosion,https://store.steampowered.com/app/788420/Potion_Explosion/?snr=1_7_7_230_150_599,6.99,109,87,"['Casual', 'Strategy', 'Board Game']",0-250
Ballad of Solar,https://store.steampowered.com/app/302490/Ballad_of_Solar/?snr=1_7_7_230_150_600,3.99,190,86,"['Casual', 'Adventure', 'Strategy', 'Time Management', 'Atmospheric', 'Indie', 'Resource Management']",0-250
Pirates? Pirates!,https://store.steampowered.com/app/1244380/Pirates_Pirates/?snr=1_7_7_230_150_600,2.49,47,72,"['Casual', 'RPG', 'Strategy', 'Adventure', 'Indie', 'Card Game', 'Choices Matter', 'Pirates', 'Choose Your Own Adventure', 'Story Rich', 'Simulation']",0-250
Monster Girl Manager,https://store.steampowered.com/app/1806700/Monster_Girl_Manager/?snr=1_7_7_230_150_600,14.99,99,93,"['Creature Collector', 'RPG', 'Roguelite', 'Dungeon Crawler', 'Turn-Based Combat', '2D', 'Anime', 'Cute', 'Character Customization', 'Singleplayer', 'Strategy', 'Tutorial', 'Casual', 'Moddable', 'PvE', 'Controller', 'Colorful', 'Fantasy', 'Pixel Graphics', 'Magic']",0-250
Hacked: Hentai prison,https://store.steampowered.com/app/897300/Hacked_Hentai_prison/?snr=1_7_7_230_150_600,0.99,50,70,"['Nudity', 'Adventure', 'Indie', 'Casual', 'Anime', 'FPS', 'Early Access', 'Hentai', 'LGBTQ+']",0-250
Witch's Pranks: Frog's Fortune Collector's Edition,https://store.steampowered.com/app/342630/Witchs_Pranks_Frogs_Fortune_Collectors_Edition/?snr=1_7_7_230_150_600,3.99,83,86,"['Casual', 'Adventure', 'Indie', 'Hidden Object', 'Point & Click', 'Puzzle']",0-250
Kandria,https://store.steampowered.com/app/1261430/Kandria/?snr=1_7_7_230_150_600,19.99,68,94,"['2D Platformer', 'Exploration', 'Female Protagonist', 'Hack and Slash', 'Open World', 'Pixel Graphics', 'Precision Platformer', 'Story Rich', 'Atmospheric', 'Post-apocalyptic', 'Action RPG', 'Platformer', 'Anime', 'Sci-fi', 'Action-Adventure', 'Singleplayer', 'RPG', 'Adventure', 'Action', 'Side Scroller']",0-250
Last Heroes 2,https://store.steampowered.com/app/434920/Last_Heroes_2/?snr=1_7_7_230_150_600,6.99,57,70,"['Adventure', 'RPG', 'Indie', 'Casual', 'RPGMaker']",0-250
Fantasy Fishing Town,https://store.steampowered.com/app/1904040/Fantasy_Fishing_Town/?snr=1_7_7_230_150_600,3.99,56,85,"['Fishing', 'Casual', 'Pixel Graphics', 'Relaxing', 'Immersive Sim', 'Comedy', 'Cute', 'Arcade', 'Fantasy', 'Adventure', 'Cats', 'Funny', '2D', 'Simulation', 'Action-Adventure', 'Platformer', '2D Platformer', 'Time Management', 'Life Sim', 'Underwater']",0-250
Physical Layer,https://store.steampowered.com/app/2298210/Physical_Layer/?snr=1_7_7_230_150_600,8.99,60,91,"['Action', 'Indie', 'Shooter', 'Female Protagonist', '2D Platformer', 'Military', 'Cute', 'Physics', '2D', 'Sci-fi', 'Controller', 'Score Attack', 'Tutorial', 'Singleplayer', 'Anime']",0-250
Double Cross,https://store.steampowered.com/app/838010/Double_Cross/?snr=1_7_7_230_150_600,19.99,57,82,"['Action', 'Adventure', 'Indie', 'Platformer', '2D', 'Side Scroller', 'Cartoony', 'Colorful', 'Singleplayer', 'Female Protagonist', 'Controller', 'Puzzle Platformer', 'Space', 'Aliens']",0-250
Chatventures,https://store.steampowered.com/app/1265850/Chatventures/?snr=1_7_7_230_150_600,2.99,112,91,"['Indie', 'RPG', 'Massively Multiplayer', 'Text-Based', 'Adventure']",0-250
Dadish 2,https://store.steampowered.com/app/1525320/Dadish_2/?snr=1_7_7_230_150_600,3.99,76,98,"['Action', 'Adventure', 'Platformer', 'Puzzle Platformer', 'Cute', '2D Platformer', 'Cartoony', 'Pixel Graphics', ""1990's"", 'Funny', 'Old School', 'Retro', 'Indie', '2D', 'Controller', 'Singleplayer']",0-250
VR JAPAN,https://store.steampowered.com/app/1494400/VR_JAPAN/?snr=1_7_7_230_150_600,9.99,53,83,"['Casual', 'VR', 'Walking Simulator', 'Singleplayer', 'Immersive Sim']",0-250
Mini Words - minimalist puzzle,https://store.steampowered.com/app/1158290/Mini_Words__minimalist_puzzle/?snr=1_7_7_230_150_600,1.49,135,96,"['Word Game', 'Puzzle', 'Trivia', 'Text-Based', 'Spelling', 'Board Game', 'Point & Click', 'Typing', 'Casual', 'Relaxing', 'Minimalist', 'Family Friendly', 'Logic', 'Abstract', 'Singleplayer', 'Indie', 'Education', 'Tabletop']",0-250
US Spy: Mission in Russia,https://store.steampowered.com/app/1219940/US_Spy_Mission_in_Russia/?snr=1_7_7_230_150_600,1.99,191,71,"['Indie', 'Simulation', 'Strategy', 'Political', 'Card Game', 'Singleplayer', 'Turn-Based', 'Comedy', 'Trading Card Game', 'Turn-Based Tactics', 'Dark Humor', 'Turn-Based Strategy', 'Tactical', 'Politics', 'Management', 'Grand Strategy', 'Economy']",0-250
Gordy and the Monster Moon,https://store.steampowered.com/app/642020/Gordy_and_the_Monster_Moon/?snr=1_7_7_230_150_600,2.49,53,100,"['Exploration', 'Action-Adventure', '2D', 'Cute', 'Top-Down', 'Horror', 'Controller', 'Open World', 'Action', 'Pixel Graphics', 'Sci-fi', 'Family Friendly', 'Adventure', 'Singleplayer', 'Action RPG', 'RPG', 'Indie']",0-250
New York Rat Simulator,https://store.steampowered.com/app/1566540/New_York_Rat_Simulator/?snr=1_7_7_230_150_600,2.99,103,80,"['Early Access', 'Atmospheric', 'Adventure', 'Mystery', 'Exploration', 'Walking Simulator', '3D', 'Action-Adventure', 'Nonlinear', 'Open World', 'Simulation', 'Casual', 'Colorful', 'Life Sim', 'Sandbox', 'Collectathon', 'Hidden Object', 'Realistic', 'Third Person', 'Funny']",0-250
The 257th Element,https://store.steampowered.com/app/2648640/The_257th_Element/?snr=1_7_7_230_150_601,8.49,53,98,"['Adventure', 'Visual Novel', 'Choose Your Own Adventure', 'Anime', 'Comedy', 'Drama', 'Mystery', 'Text-Based', 'Conversation', 'Casual', 'Singleplayer', 'Dating Sim', '2D', 'Colorful', 'Cute', 'Emotional', 'Fantasy', 'Multiple Endings', 'Indie', 'Story Rich']",0-250
Raptor Boyfriend: A High School Romance,https://store.steampowered.com/app/1273080/Raptor_Boyfriend_A_High_School_Romance/?snr=1_7_7_230_150_601,13.99,100,98,"['Visual Novel', 'Dating Sim', 'Story Rich', '2D', 'Dinosaurs', 'Drama', 'Romance', 'LGBTQ+', 'Multiple Endings', 'Female Protagonist', 'Choices Matter', ""1990's"", 'Casual', 'Indie', 'Simulation', 'Otome', 'Hand-drawn', 'Funny', 'Singleplayer', 'Choose Your Own Adventure']",0-250
Fantasy Quest Solitaire,https://store.steampowered.com/app/755950/Fantasy_Quest_Solitaire/?snr=1_7_7_230_150_601,4.99,83,83,"['Solitaire', 'Casual', 'Card Game', 'Fantasy', 'Adventure', 'Puzzle', 'Hand-drawn', 'Family Friendly', 'Board Game', 'Time Management', 'Indie', 'Replay Value', 'Colorful', 'Strategy', 'Relaxing', 'Tabletop', 'Singleplayer', 'Addictive']",0-250
Anomaly Korea,https://store.steampowered.com/app/251530/Anomaly_Korea/?snr=1_7_7_230_150_601,2.99,203,71,"['Strategy', 'Action', 'Tower Defense', 'Sci-fi', 'Indie', 'Singleplayer', 'Top-Down', 'RTS']",0-250
Uneasy Memories,https://store.steampowered.com/app/2907280/Uneasy_Memories/?snr=1_7_7_230_150_601,4.49,15,40,"['Walking Simulator', 'Casual', 'Simulation', 'First-Person', '3D', 'Horror', 'Psychological Horror', 'Indie', 'Singleplayer']",0-250
REGOLA,https://store.steampowered.com/app/1039310/REGOLA/?snr=1_7_7_230_150_601,2.99,29,68,"['Casual', 'Simulation', 'Sexual Content', 'Horror']",0-250
Constructor Classic 1997,https://store.steampowered.com/app/599600/Constructor_Classic_1997/?snr=1_7_7_230_150_601,3.99,69,88,"['Simulation', 'Classic', 'City Builder']",0-250
Cube Universe,https://store.steampowered.com/app/820070/Cube_Universe/?snr=1_7_7_230_150_601,10.49,12,66,"['Indie', 'Early Access', 'RPG', 'Pixel Graphics', 'Sandbox', 'Crafting', 'Open World', 'Procedural Generation', 'Singleplayer', 'Multiplayer', 'Building', 'Survival', 'Voxel', 'Exploration', 'Sci-fi', 'Fantasy', 'Action', 'Mining', 'Space']",0-250
Gunship Battle2 VR: Steam Edition,https://store.steampowered.com/app/700990/Gunship_Battle2_VR_Steam_Edition/?snr=1_7_7_230_150_601,9.99,14,57,"['Simulation', 'Action', 'VR']",0-250
Rainbow Snake,https://store.steampowered.com/app/717950/Rainbow_Snake/?snr=1_7_7_230_150_601,0.99,160,75,['Casual'],0-250
Ship Handling Simulator,https://store.steampowered.com/app/1501490/Ship_Handling_Simulator/?snr=1_7_7_230_150_601,8.99,96,89,"['Simulation', 'Sailing', 'Transportation', 'Exploration', '3D', 'Education', 'Singleplayer', 'Indie']",0-250
The Orchard of Stray Sheep,https://store.steampowered.com/app/485340/The_Orchard_of_Stray_Sheep/?snr=1_7_7_230_150_601,5.79,48,75,"['Visual Novel', 'Indie', 'Casual', 'Dystopian', 'Adventure', 'Sci-fi', 'Anime', 'Science', 'Story Rich']",0-250
Nix Umbra,https://store.steampowered.com/app/1489600/Nix_Umbra/?snr=1_7_7_230_150_601,9.99,64,89,"['Horror', 'Indie', 'Gothic', 'Arena Shooter', 'FPS', 'Roguelike', 'Psychedelic', 'Score Attack', 'Shooter', 'Dark', 'Surreal', 'First-Person', 'Experimental', 'Atmospheric', 'Survival Horror', 'Minimalist', 'Abstract', 'Noir', 'Action', 'Singleplayer']",0-250
The Parenting Simulator,https://store.steampowered.com/app/1233720/The_Parenting_Simulator/?snr=1_7_7_230_150_601,5.99,58,86,"['Indie', 'Casual', 'Simulation', 'RPG', 'Choose Your Own Adventure', 'Choices Matter', 'Life Sim', 'Interactive Fiction', 'Text-Based']",0-250
Nowhere Patrol,https://store.steampowered.com/app/961660/Nowhere_Patrol/?snr=1_7_7_230_150_601,4.99,197,97,"['Action', 'Indie', 'Bullet Hell', 'Difficult', '2D', 'Platformer', ""Shoot 'Em Up"", 'Boss Rush', 'Pixel Graphics']",0-250
Lotion samurai,https://store.steampowered.com/app/1291370/Lotion_samurai/?snr=1_7_7_230_150_601,1.49,57,98,"['Action', 'Casual', 'Ninja', '2D', 'Time Attack', 'Racing', 'Historical', 'Indie', 'Puzzle', 'Arcade', 'Top-Down Shooter', 'Top-Down', 'Horror', 'Comedy', 'Controller', 'Score Attack', 'Singleplayer', 'Asynchronous Multiplayer', 'Sexual Content']",0-250
Shadows of Adam,https://store.steampowered.com/app/506510/Shadows_of_Adam/?snr=1_7_7_230_150_601,14.99,196,87,"['JRPG', 'Indie', 'RPG', 'Pixel Graphics', '2D', 'Retro', 'Turn-Based Combat', 'Turn-Based', 'Kickstarter']",0-250
Like Dreamer,https://store.steampowered.com/app/1867740/Like_Dreamer/?snr=1_7_7_230_150_601,13.99,106,99,"['Action', 'Shooter', ""Shoot 'Em Up"", 'Bullet Hell', '2D Platformer', 'Top-Down Shooter', '2D', 'Cute', 'Anime', 'Colorful', 'Cartoon', 'Cartoony', 'Comic Book', 'Top-Down', 'Comedy', 'Hacking', 'Parody', 'Fantasy', 'Memes', 'Mechs']",0-250
Grunenberg,https://store.steampowered.com/app/2558800/Grunenberg/?snr=1_7_7_230_150_601,1.49,22,63,"['Horror', 'Psychological Horror', 'Thriller', 'FPS', 'Adventure', 'Action', 'First-Person', '1980s', 'Atmospheric', 'Dark', 'Singleplayer', 'Walking Simulator', '3D', 'Realistic', 'Cinematic', 'Supernatural', 'Mystery', 'Linear', 'Story Rich', 'Indie']",0-250
RealmCraft,https://store.steampowered.com/app/764580/RealmCraft/?snr=1_7_7_230_150_601,2.99,38,76,"['Casual', 'Adventure', 'Simulation', 'Strategy', 'Sandbox', 'Singleplayer', 'Action', 'Indie', 'Pixel Graphics', 'Building', 'Crafting', 'Survival', 'Multiplayer', 'Puzzle', 'Roguelike', '3D Platformer', 'Exploration', 'Anime', 'Voxel', '3D']",0-250
Bicycle Rider Simulator,https://store.steampowered.com/app/1903400/Bicycle_Rider_Simulator/?snr=1_7_7_230_150_602,3.99,54,46,"['Casual', 'Adventure', 'Simulation', 'Automobile Sim', 'Life Sim', 'Walking Simulator', 'Idler', 'Exploration', '3D', 'Third Person', 'Realistic', 'Stylized', 'Colorful', 'Atmospheric', 'Driving', 'Racing', 'Motocross', 'Nature', 'Relaxing', 'Modern']",0-250
Kittypocalypse,https://store.steampowered.com/app/451010/Kittypocalypse/?snr=1_7_7_230_150_602,14.99,190,88,"['Strategy', 'VR', 'Tower Defense', 'Action', 'Indie', 'Casual']",0-250
100 hidden gnomes,https://store.steampowered.com/app/1471530/100_hidden_gnomes/?snr=1_7_7_230_150_602,0.99,187,77,"['Casual', 'Adventure', 'Hidden Object', 'Family Friendly', 'Hand-drawn', 'Point & Click', 'Side Scroller', 'Mystery Dungeon', 'Medieval', 'Puzzle', '2D', 'Cute', 'Minimalist', 'Stylized', 'Atmospheric', 'Underground', 'Relaxing', 'Singleplayer', 'Mining', 'Indie']",0-250
Rush for Berlin Gold,https://store.steampowered.com/app/40320/Rush_for_Berlin_Gold/?snr=1_7_7_230_150_602,2.99,142,86,"['Strategy', 'World War II', 'RTS']",0-250
QV,https://store.steampowered.com/app/1494110/QV/?snr=1_7_7_230_150_602,14.99,209,89,"['3D Platformer', 'Puzzle Platformer', 'Casual', 'Character Action Game', 'Exploration', 'Action-Adventure', 'Character Customization', 'Cute', '3D', 'Isometric', 'Funny', 'Action', 'Relaxing', 'Anime', 'Colorful', 'Family Friendly', 'Fantasy', 'Atmospheric', 'Comedy', 'Adventure']",0-250
LOVE 3,https://store.steampowered.com/app/1604300/LOVE_3/?snr=1_7_7_230_150_602,5.79,96,96,"['Exploration', 'Precision Platformer', 'Side Scroller', '2D Platformer', 'Platformer', '2D', 'Surreal', 'Choices Matter', 'Controller', 'Linear', 'Multiple Endings', 'Action', 'Minimalist', 'Pixel Graphics', 'Futuristic', 'Old School', 'Retro', 'Local Co-Op', 'Singleplayer', 'Soundtrack']",0-250
Animal Fight Club,https://store.steampowered.com/app/1022780/Animal_Fight_Club/?snr=1_7_7_230_150_602,4.99,246,82,"['Action', 'Simulation', 'Indie', 'Strategy', 'Massively Multiplayer', 'Adventure', 'Funny']",0-250
District Steel,https://store.steampowered.com/app/616820/District_Steel/?snr=1_7_7_230_150_602,24.99,56,94,"['Bullet Time', 'Sci-fi', 'Old School', 'Combat', 'VR', 'Robots', 'Action-Adventure', 'FPS', 'Exploration', 'Fighting', 'Shooter', 'Cyberpunk', 'Time Manipulation', 'Action', 'Tactical', 'Time Travel', 'Early Access', 'Physics', 'Artificial Intelligence', ""1990's""]",0-250
Great Big War Game,https://store.steampowered.com/app/216670/Great_Big_War_Game/?snr=1_7_7_230_150_602,6.99,60,95,"['Strategy', 'Indie', 'Turn-Based Strategy', 'Turn-Based']",0-250
Ragdoll: Fall and Destroy,https://store.steampowered.com/app/2268540/Ragdoll_Fall_and_Destroy/?snr=1_7_7_230_150_602,19.98,36,72,"['Action', 'Casual', 'Simulation', 'Sandbox', 'Choose Your Own Adventure', 'Immersive Sim', 'Third Person', 'Realistic', 'Destruction', 'Relaxing', 'Indie', 'Funny', 'Comedy', 'Physics', 'Singleplayer']",0-250
F-117A Nighthawk Stealth Fighter 2.0,https://store.steampowered.com/app/328920/F117A_Nighthawk_Stealth_Fighter_20/?snr=1_7_7_230_150_602,6.99,101,88,"['Simulation', 'Flight', 'Classic', 'Stealth', 'Retro', ""1990's""]",0-250
Sebil Engineering,https://store.steampowered.com/app/1750350/Sebil_Engineering/?snr=1_7_7_230_150_602,6.59,66,98,"['3D Platformer', 'Education', 'Puzzle', 'City Builder', 'Building', 'Transportation', '3D', 'Top-Down', 'Simulation', 'Narration', 'Nonlinear', 'Atmospheric', 'Singleplayer', 'Indie', 'Action', 'Destruction']",0-250
Berserk Mode,https://store.steampowered.com/app/1649630/Berserk_Mode/?snr=1_7_7_230_150_602,7.99,131,95,"['Action Roguelike', 'First-Person', 'Hack and Slash', 'Retro', 'Fantasy', 'Roguelite', 'PvE', 'Action', 'Roguelike', 'FPS', 'Choices Matter', 'Combat', 'Perma Death', 'Shooter', 'Singleplayer', 'Indie', 'Violent', 'RPG', 'Pixel Graphics', '3D']",0-250
F.I.S.H.,https://store.steampowered.com/app/1572270/FISH/?snr=1_7_7_230_150_602,7.99,190,93,"['Rhythm', 'Pixel Graphics', 'Action', '2D', 'Comedy', 'Funny', '1980s', 'Indie', 'Family Friendly', 'Singleplayer', 'Retro', 'Linear', 'Tutorial', 'Psychological Horror', 'Fishing', 'Great Soundtrack', 'Memes']",0-250
I commissioned some cats,https://store.steampowered.com/app/2300390/I_commissioned_some_cats/?snr=1_7_7_230_150_602,3.99,81,96,"['Casual', 'Hidden Object', 'Cats', 'Cute', 'Puzzle', 'Hand-drawn', 'Fantasy', 'Cartoon', 'Comic Book', 'Music', 'Point & Click', 'Singleplayer', 'Colorful', '2D', 'Indie', 'Abstract', 'Design & Illustration', 'Creature Collector', 'Nature', 'Psychedelic']",0-250
Airport Madness 4,https://store.steampowered.com/app/387850/Airport_Madness_4/?snr=1_7_7_230_150_603,9.99,71,90,"['Adventure', 'Simulation', 'Strategy', 'Management', 'Flight']",0-250
DINNERDINNNER,https://store.steampowered.com/app/2725700/DINNERDINNNER/?snr=1_7_7_230_150_603,1.49,72,87,"['Adventure', 'Casual', 'Walking Simulator', 'Exploration', '3D', 'Cute', 'Anime', 'First-Person', 'Comedy', 'Relaxing', 'Retro', 'Modern', 'Psychological Horror', 'Atmospheric', 'Story Rich', 'Singleplayer', 'Life Sim', 'Indie']",0-250
EQUALINE,https://store.steampowered.com/app/1492420/EQUALINE/?snr=1_7_7_230_150_603,11.99,19,100,"['Action', 'Puzzle', 'Singleplayer', 'Multiplayer', 'PvP', '2D', 'Psychedelic', 'Indie', 'Abstract']",0-250
Distant Memoraĵo,https://store.steampowered.com/app/1591490/Distant_Memorao/?snr=1_7_7_230_150_603,10.49,130,98,"['Adventure', 'Visual Novel', 'Education', 'Anime', 'LGBTQ+', 'Cute', 'Female Protagonist', 'Romance', 'Emotional', 'Indie', 'Story Rich', 'Singleplayer', '2D', 'Choose Your Own Adventure', 'Sequel', 'Nudity', 'Sexual Content']",0-250
House Sitter,https://store.steampowered.com/app/1316200/House_Sitter/?snr=1_7_7_230_150_603,4.99,53,96,"['Adventure', 'Indie', 'Casual', 'Simulation', 'Puzzle', 'Sandbox', 'Singleplayer']",0-250
Box Cats Puzzle,https://store.steampowered.com/app/751980/Box_Cats_Puzzle/?snr=1_7_7_230_150_603,1.99,79,94,"['Casual', 'Puzzle Platformer', 'Cats', 'Cute', 'Hand-drawn', 'Puzzle', 'Clicker', 'Level Editor', 'Indie', 'Cartoon', 'Singleplayer']",0-250
Grisaia Phantom Trigger Vol.2,https://store.steampowered.com/app/606520/Grisaia_Phantom_Trigger_Vol2/?snr=1_7_7_230_150_603,14.99,130,96,"['Visual Novel', 'Violent', 'Casual', 'Adventure', 'Anime', 'Cute', 'Story Rich', 'Singleplayer', 'Dark', 'Romance', 'Nudity', 'Sexual Content', 'Sequel']",0-250
Last Escape,https://store.steampowered.com/app/1398570/Last_Escape/?snr=1_7_7_230_150_603,4.99,38,71,"['Turn-Based Tactics', ""Shoot 'Em Up"", 'Hidden Object', 'Survival', 'Stealth', 'Shooter', 'Isometric', 'First-Person', 'Horror', 'Action', 'Simulation', 'Demons', 'Pixel Graphics', 'Indie', 'Adventure', 'Exploration', 'Minimalist', 'Atmospheric', 'Story Rich', 'Family Friendly']",0-250
Valthirian Arc: Hero School Story,https://store.steampowered.com/app/785850/Valthirian_Arc_Hero_School_Story/?snr=1_7_7_230_150_603,7.99,235,60,"['JRPG', 'RPG', 'Strategy', 'Simulation', 'Action', 'Fantasy', 'Management', 'Adventure', 'Swordplay', 'Top-Down', 'Anime', 'Dating Sim', 'Choose Your Own Adventure', 'Funny', 'Controller', 'Singleplayer', 'Remake', 'Isometric', 'Tactical', 'LGBTQ+']",0-250
Wing of Darkness,https://store.steampowered.com/app/1179060/Wing_of_Darkness/?snr=1_7_7_230_150_603,29.99,216,41,"['Indie', 'Action', 'Mechs', 'Anime', 'Military', ""Shoot 'Em Up"", 'Female Protagonist', 'Sci-fi']",0-250
Morphblade,https://store.steampowered.com/app/494720/Morphblade/?snr=1_7_7_230_150_603,2.99,241,94,"['Casual', 'Indie', 'Strategy', 'Turn-Based', 'Hex Grid', 'Puzzle', 'Singleplayer', 'Top-Down', 'Turn-Based Strategy', '2D', 'Turn-Based Tactics', 'GameMaker', 'Roguelite']",0-250
Da Capo 3 R,https://store.steampowered.com/app/542290/Da_Capo_3_R/?snr=1_7_7_230_150_603,18.99,80,95,"['Anime', 'Visual Novel', 'Adventure', 'Story Rich', 'Singleplayer', 'Romance', 'Nudity', 'Cute', 'Multiple Endings', 'Great Soundtrack']",0-250
Barbearian,https://store.steampowered.com/app/813450/Barbearian/?snr=1_7_7_230_150_603,7.29,61,77,"['Hack and Slash', 'Looter Shooter', 'Character Action Game', 'Mystery Dungeon', 'Arcade', 'Action-Adventure', 'Isometric', 'Cute', 'Surreal', 'Funny', 'Old School', 'Colorful', 'Hand-drawn', 'Fantasy', 'Loot', 'Cartoony', 'Action', 'Adventure', 'Destruction', 'Controller']",0-250
The You Testament: The 2D Coming,https://store.steampowered.com/app/2266320/The_You_Testament_The_2D_Coming/?snr=1_7_7_230_150_603,2.99,59,91,"['Faith', 'Alternate History', 'Historical', '2D', 'Action', 'Stylized', 'Adventure', 'Open World', 'RPG', 'Action RPG', 'Action-Adventure', 'Immersive Sim', 'Side Scroller', 'Mythology', 'Philosophical', 'Character Customization', 'Choices Matter', 'Combat', 'Cartoony', 'Crafting']",0-250
helionaut,https://store.steampowered.com/app/1356480/helionaut/?snr=1_7_7_230_150_604,2.99,171,95,"['Indie', 'Action', 'Adventure', 'Simulation', 'Space', 'Procedural Generation', 'Sci-fi', 'Colorful', 'Cute', 'Open World', 'Crafting', 'GameMaker', 'Open World Survival Craft']",0-250
Front Office Football Nine,https://store.steampowered.com/app/2633170/Front_Office_Football_Nine/?snr=1_7_7_230_150_604,34.99,113,77,"['Sports', 'Simulation', 'Football (American)', 'Strategy', 'Choices Matter', 'Turn-Based Strategy', 'Immersive Sim', 'Artificial Intelligence', 'Singleplayer', 'Indie', 'Text-Based', '2D']",0-250
Chip,https://store.steampowered.com/app/275470/Chip/?snr=1_7_7_230_150_604,2.99,179,77,"['Indie', 'Puzzle', 'Strategy', 'Action', 'Robots', 'Casual', 'Isometric']",0-250
Endless Suburbia,https://store.steampowered.com/app/2476070/Endless_Suburbia/?snr=1_7_7_230_150_604,4.99,64,60,"['Simulation', 'Horror', 'Realistic', 'Action', 'Aliens', 'Atmospheric', 'America', 'Action-Adventure', 'Exploration', 'Driving', 'Sandbox', 'Cinematic', 'Immersive Sim', 'Mystery Dungeon', '3D', 'First-Person', 'Dark', 'Mystery', 'Thriller', 'Multiple Endings']",0-250
Yukikoi Melt,https://store.steampowered.com/app/1253390/Yukikoi_Melt/?snr=1_7_7_230_150_604,29.99,65,90,"['Visual Novel', 'Anime', 'Cute', 'Romance', 'Adventure', 'Casual', 'Nudity', 'Mature', 'Sexual Content', 'Comedy', 'Drama', 'Funny', 'Multiple Endings', 'Story Rich', 'Singleplayer', 'Snow']",0-250
Imperium Galactica,https://store.steampowered.com/app/573790/Imperium_Galactica/?snr=1_7_7_230_150_604,2.99,107,92,"['Strategy', 'Space', '4X', 'Sci-fi', 'Classic']",0-250
Brain Meltdown - Into Despair,https://store.steampowered.com/app/1476350/Brain_Meltdown__Into_Despair/?snr=1_7_7_230_150_604,3.99,185,92,"['Indie', '2D Platformer', 'Difficult', 'Hand-drawn', 'Singleplayer', 'Cute', 'Action', 'Adventure', 'Action-Adventure', '2D', 'Emotional', 'Early Access', 'Casual', 'Atmospheric', 'Platformer', 'Family Friendly', 'Character Action Game', 'Multiplayer']",0-250
Shigatari,https://store.steampowered.com/app/486380/Shigatari/?snr=1_7_7_230_150_604,2.99,232,97,"['RPG', 'Indie', 'Roguelike', 'Historical', 'Turn-Based Combat', 'Difficult', 'Replay Value', 'Choices Matter', 'Adventure', 'Funny', 'Violent']",0-250
